Codice_Interno;Descrizione;Produttore;Codice Produttore
3000204;COLLETTORI MODULARI CON ARRESTI MANUALI - MF 3/4 4 Vie;ARTECLIMA;640344
300040205;COLLETTORI LINEARI CON DERIVAZIONI - 3/4 2 Vie;ARTECLIMA;60034C
300040206;COLLETTORI LINEARI CON DERIVAZIONI - 1" 2 Vie;ARTECLIMA;6001C
300040305;COLLETTORI LINEARI CON DERIVAZIONI - 3/4 3 Vie;ARTECLIMA;60134C
300040306;COLLETTORI LINEARI CON DERIVAZIONI - 1" 3 Vie;ARTECLIMA;6011C
300040405;COLLETTORI LINEARI CON DERIVAZIONI - 3/4 4 Vie;ARTECLIMA;60234C
300040406;COLLETTORI LINEARI CON DERIVAZIONI - 1" 4 Vie;ARTECLIMA;6021C
3000605;COLLETTORE COMPLANARE COMPONIBILE - 3/4 2+2;ARTECLIMA;63034
3000606;COLLETTORE COMPLANARE COMPONIBILE - 1" 2+2;ARTECLIMA;6301
300080503;TERMINALE A SQUADRA PER COLLETTORI - 3/4 x 3/8;ARTECLIMA;7193438C
300080504;TERMINALE A SQUADRA PER COLLETTORI - 3/4 x 1/2;ARTECLIMA;7193412C
300080603;TERMINALE A SQUADRA PER COLLETTORI - 1" x 3/8;ARTECLIMA;719138C
300080604;TERMINALE A SQUADRA PER COLLETTORI - 1" x 1/2;ARTECLIMA;719112C
3001005;TAPPO CIECO CON GUARNIZIONE - 3/4;ARTECLIMA;62034C
3001006;TAPPO CIECO CON GUARNIZIONE - 1";ARTECLIMA;6201C
3001205;TAPPO MASCHIO CON O-RING - 3/4;ARTECLIMA;62134C
3001206;TAPPO MASCHIO CON O-RING - 1";ARTECLIMA;6211C
300140503;TAPPO DI TESTA CON FORO DI RIDUZIONE - 3/4 x 3/8;ARTECLIMA;6243438C
300140504;TAPPO DI TESTA CON FORO DI RIDUZIONE - 3/4 x 1/2;ARTECLIMA;6243412C
300140603;TAPPO DI TESTA CON FORO DI RIDUZIONE - 1" x 3/8;ARTECLIMA;624138C
300140604;TAPPO DI TESTA CON FORO DI RIDUZIONE - 1" x 1/2;ARTECLIMA;624112C
30016;TAPPO CIECO PER CHIUSURA DERIVAZIONE - 24 x 19;ARTECLIMA;623C
3001810;ADATTATORE TUBO RAME - Ø 10;ARTECLIMA;72010C
3001812;ADATTATORE TUBO RAME - Ø 12;ARTECLIMA;72012C
3001814;ADATTATORE TUBO RAME - Ø 14;ARTECLIMA;72014C
3001815;ADATTATORE TUBO RAME - Ø 15;ARTECLIMA;72115C
3001816;ADATTATORE TUBO RAME - Ø 16;ARTECLIMA;72116C
300201420;ADATTATORE TUBO MULTISTRATO - 14 x 2,0;ARTECLIMA;75314C
300201620;ADATTATORE TUBO MULTISTRATO - 16 x 2,0;ARTECLIMA;75316C
300201622;ADATTATORE TUBO MULTISTRATO - 16 x 2,25;ARTECLIMA;753162C
300202020;ADATTATORE TUBO MULTISTRATO - 20 x 2,0;ARTECLIMA;75320C
300202022;ADATTATORE TUBO MULTISTRATO - 20 x 2,25;ARTECLIMA;753202C
300202025;ADATTATORE TUBO MULTISTRATO - 20 x 2,5;ARTECLIMA;75325C
3003003;VALVOLA D'ARREDO A SQUADRA CROMATA - 3/8 x 24-19;ARTECLIMA;10038CLL
3003004;VALVOLA D'ARREDO A SQUADRA CROMATA - 1/2 x 24-19;ARTECLIMA;10012CLL
3003203;DETENTORE D'ARREDO A SQUADRA CROMATO - 3/8 x 24-19;ARTECLIMA;11038CLS
3003204;DETENTORE D'ARREDO A SQUADRA CROMATO - 1/2 x 24-19;ARTECLIMA;11012CLS
3003403;VALVOLA D'ARREDO A SQUADRA BIANCA - 3/8 x 24-19;ARTECLIMA;10038CBB
3003404;VALVOLA D'ARREDO A SQUADRA BIANCA - 1/2 x 24-19;ARTECLIMA;10012CBB
3003603;DETENTORE D'ARREDO A SQUADRA BIANCO - 3/8 x 24-19;ARTECLIMA;11038CBB
3003604;DETENTORE D'ARREDO A SQUADRA BIANCO - 1/2 x 24-19;ARTECLIMA;11012CBB
3003812;ADATTATORE PER TUBO RAME - Ø 12;ARTECLIMA;72012V
3003814;ADATTATORE PER TUBO RAME - Ø 14;ARTECLIMA;72014V
3003816;ADATTATORE PER TUBO RAME - Ø 16;ARTECLIMA;72116V
300401420;ADATTATORE PER TUBO MULTISTRATO - Ø 14 x 2,0;ARTECLIMA;75214
300401620;ADATTATORE PER TUBO MULTISTRATO - Ø 16 x 2,0;ARTECLIMA;75216
300401622;ADATTATORE PER TUBO MULTISTRATO - Ø 16 x 2,25;ARTECLIMA;752162
3004103;VALVOLA D'ARREDO A SQUADRA TERMOSTATICA CROMO - 3/8 x 24-15;ARTECLIMA;30038CLL
3004104;VALVOLA D'ARREDO A SQUADRA TERMOSTATICA CROMO - 1/2 x 24-19;ARTECLIMA;30012CLL
3004304;VALVOLA D'ARREDO AD ANGOLO TERMOSTATICA DX CROMO - 1/2 x 24-19;ARTECLIMA;30612CLL
3004404;DETENTORE D'ARREDO AD ANGOLO SX CROMO - 1/2 x 24-19;ARTECLIMA;11612CLS
3004504;VALVOLA D'ARREDO AD ANGOLO SX TERMOSTATICA CROMO - 1/2 x 24-19;ARTECLIMA;30512CLL
3004604;DETENTORE D'ARREDO AD ANGOLO DX CROMO - 1/2 x 24-19;ARTECLIMA;11512CLS
30047;TESTA TERMOSTATICA CROMATA - Sensore incorporato - 30 x 1,5;ARTECLIMA;31012LL
3005003;VALVOLA A SQUADRA SEMPLICE - 3/8 x 24-19;ARTECLIMA;10038ST
3005004;VALVOLA A SQUADRA SEMPLICE - 1/2 x 24-19;ARTECLIMA;10012ST
3005203;DETENTORE A SQUADRA SEMPLICE - 3/8 x 24-19;ARTECLIMA;11038ST
3005204;DETENTORE A SQUADRA SEMPLICE - 1/2 x 24-19;ARTECLIMA;11012ST
3005403;VALVOLA DIRITTA SEMPLICE - 3/8 x 24-19;ARTECLIMA;12038ST
3005404;VALVOLA DIRITTA SEMPLICE - 1/2 x 24-19;ARTECLIMA;12012ST
3005603;DETENTORE DIRITTO SEMPLICE - 3/8 x 24-19;ARTECLIMA;13038ST
3005604;DETENTORE DIRITTO SEMPLICE - 1/2 x 24-19;ARTECLIMA;13012ST
3006003;VALVOLA A SQUADRA TERMOSTATICA - 3/8 x 24 - 19;ARTECLIMA;30038ST
3006004;VALVOLA A SQUADRA TERMOSTATICA - 1/2 x 24 - 19;ARTECLIMA;30012ST
3006102;VALVOLA MONOTUBO TERMOSTATIZZABILE ARTECLIMA - 3/4 x 24-19;ARTECLIMA;400434
3006203;VALVOLA DIRITTA TERMOSTATICA - 3/8 x 24-19;ARTECLIMA;30138ST
3006204;VALVOLA DIRITTA TERMOSTATICA - 1/2 x 24-19;ARTECLIMA;30112ST
3006302;GUSCIO ANTIMANOMISSIONE E ANTIFURTO PER ART.30066 - D.30;ARTECLIMA;39130
3006503;VALVOLA A SQUADRA SEMPLICE ATTACCO FERRO - 3/8 - 3/8;ARTECLIMA;20038
3006504;VALVOLA A SQUADRA SEMPLICE ATTACCO FERRO - 1/2 - 1/2;ARTECLIMA;20012
30066;TESTA TERMOSATICA 39001 - Sensore liquido;ARTECLIMA;39001
3006703;DETENTORE A SQUADRA SEMPLICE ATTACCO FERRO - 3/8 - 3/8;ARTECLIMA;21038
3006704;DETENTORE A SQUADRA SEMPLICE ATTACCO FERRO - 1/2 - 1/2;ARTECLIMA;21012
3006803;VALVOLA DIRITTA SEMPLICE ATTACCO FERRO - 3/8 - 3/8;ARTECLIMA;22038
3006804;VALVOLA DIRITTA SEMPLICE ATTACCO FERRO - 1/2 - 1/2;ARTECLIMA;22012
3006903;DETENTORE SEMPLICE ATTACCO FERRO - 3/8 - 3/8;ARTECLIMA;23038
3006904;DETENTORE SEMPLICE ATTACCO FERRO - 1/2 - 1/2;ARTECLIMA;23012
3007004;NIPLEX MASCHIO CROMATO - 1/2;ARTECLIMA;70512
3007005;NIPLEX MASCHIO CROMATO - 3/4;ARTECLIMA;70534
3007006;NIPLEX MASCHIO CROMATO - 1";ARTECLIMA;705 1
3007204;NIPLEX FEMMINA CROMATO - 1/2;ARTECLIMA;70912
3007205;NIPLEX FEMMINA CROMATO - 3/4;ARTECLIMA;70934
3007206;NIPLEX FEMMINA CROMATO - 1";ARTECLIMA;7091
3007424;NIPLEX DOPPIO CROMATO - 24 x 19;ARTECLIMA;71112
3007624;RACCORDO A T DOPPIO CROMATO - 24 x 19;ARTECLIMA;80112
3007804;RACCORDO A T FEMMINA CROMATO - 1/2;ARTECLIMA;80312
3007805;RACCORDO A T FEMMINA CROMATO - 3/4;ARTECLIMA;803 34
3008004;RACCORDO A T MASCHIO CROMATO - 1/2;ARTECLIMA;80512
3008005;RACCORDO A T MASCHIO CROMATO - 3/4;ARTECLIMA;80534
3008224;RACCORDO CURVO DOPPIO CROMATO - 24 x 19;ARTECLIMA;81112
3008404;RACCORDO CURVO MASCHIO CROMATO - 1/2;ARTECLIMA;81512
3008405;RACCORDO CURVO MASCHIO CROMATO - 3/4;ARTECLIMA;81534
3008604;RACCORDO CURVO FEMMINA CROMATO - 1/2;ARTECLIMA;81312
3008605;RACCORDO CURVO FEMMINA CROMATO - 3/4;ARTECLIMA;81334
3008804;RACCORDO CURVO FEMMINA CON FLANGIA CROMATO - 1/2;ARTECLIMA;82112
3009004;RACCORDO CURVO PER IMPIANTI CROMATO - 1/2;ARTECLIMA;83112
30092;GUSCIO APRIBILE IN PLASTICA;ARTECLIMA;83500
3010003;VALVOLA D'ARREDO A SQUADRA HIGH STYLE CROMO - 3/8 x 24-19;ARTECLIMA;10138CHT
3010004;VALVOLA D'ARREDO A SQUADRA HIGH STYLE CROMO - 1/2 x 24-19;ARTECLIMA;10112CHT
3010203;DETENTORE D'ARREDO A SQUADRA HIGH STYLE CROMO - 3/8 x 24-19;ARTECLIMA;11138CHT
3010204;DETENTORE D'ARREDO A SQUADRA HIGH STYLE CROMO - 1/2 x 24-19;ARTECLIMA;11112CHT
3010403;VALVOLA D'ARREDO A SQUADRA HIGH STYLE BIANCA - 3/8 x 24-19;ARTECLIMA;10138CBT
3010404;VALVOLA D'ARREDO A SQUADRA HIGH STYLE BIANCA - 1/2 x 24-19;ARTECLIMA;10112CBT
3010603;DETENTORE D'ARREDO A SQUADRA HIGH STYLE BIANCO - 3/8 x 24-19;ARTECLIMA;11138CBT
3010604;DETENTORE D'ARREDO A SQUADRA HIGH STYLE BIANCO - 1/2 x 24-19;ARTECLIMA;11112CBT
3010803;VALVOLA D'ARREDO A SQUADRA TERMOSTATICA BIANCA - 3/8 x 24-19;ARTECLIMA;30038CBB
3010804;VALVOLA D'ARREDO A SQUADRA TERMOSTATICA BIANCA - 1/2 x 24-19;ARTECLIMA;30012CBB
30110;TESTA TERMOSTATICA 310BC - 30x1,5;ARTECLIMA;31012BC
30112;TESTA TERMOSTATICA 310BB - 30x1,5;ARTECLIMA;31012BB
3011404;VALVOLA D'ARREDO AD ANGOLO TERMOSTATICA SX BIANCA - 1/2 x 24-19;ARTECLIMA;30512CBB
3011604;DETENTORE D'ARREDO AD ANGOLO DX BIANCO - 1/2 x 24-19;ARTECLIMA;11512CBB
3011804;VALVOLA D'ARREDO AD ANGOLO TERMOSTATICA DX BIANCA - 1/2 x 24-19;ARTECLIMA;30612CBB
3012004;DETENTORE D'ARREDO AD ANGOLO SX BIANCO - 1/2 x 24 - 19;ARTECLIMA;11612CBB
3014002;VALVOLA D'ARREDO A SQUADRA TERMOSTATIZZABILE "HIGH STYLE B" - Nero Opaco 1/2 x 24-19;ARTECLIMA;30812NO
3014004;VALVOLA D'ARREDO A SQUADRA TERMOSTATIZZABILE "HIGH STYLE B" - Antracite 1/2 x 24-19;ARTECLIMA;30812NA
3014202;DETENTORE D'ARREDO A SQUADRA "HIGH STYLE B" - Nero Opaco 1/2 x 24-19;ARTECLIMA;11112NO
3014204;DETENTORE D'ARREDO A SQUADRA "HIGH STYLE B" - Antracite 1/2 x 24-19;ARTECLIMA;11112NA
3014402;VALVOLA D'ARREDO AD ANGOLO TERMOSTATIZZABILE SX "HIGH STYLE B" - Nero Opaco 1/2 x 24-19;ARTECLIMA;38512NO
3014404;VALVOLA D'ARREDO AD ANGOLO TERMOSTATIZZABILE SX "HIGH STYLE B" - Antracite 1/2 x 24-19;ARTECLIMA;30512NA
3014602;DETENTORI D'ARREDO AD ANGOLO DX "HIGH STYLE B" - Nero Opaco 1/2 x 24-19;ARTECLIMA;11512NO
3014604;DETENTORI D'ARREDO AD ANGOLO DX "HIGH STYLE B" - Antracite 1/2 x 24-19;ARTECLIMA;11512NA
3014802;VALVOLA D'ARREDO AD ANGOLO TERMOSTATIZZABILE DX "HIGH STYLE B" - Nero Opaco 1/2 x 24-19;ARTECLIMA;38612NO
3014804;VALVOLA D'ARREDO AD ANGOLO TERMOSTATIZZABILE DX "HIGH STYLE B" - Antracite 1/2 x 24-19;ARTECLIMA;38612NA
3015002;DETENTORE D'ARREDO AD ANGOLO SX "HIGH STYLE B" - Nero Opaco 1/2 x 24-19;ARTECLIMA;11612NO
3015004;DETENTORE D'ARREDO AD ANGOLO SX "HIGH STYLE B" - Antracite 1/2 x 24-19;ARTECLIMA;11612NA
3015202;GHIERA ADATTATORE PER MONTAGGIO COMANDI TERMOSTATICI - 30x1,5;ARTECLIMA;3178HT
3015402;TESTA TERMOSTATICA 310NO NERO OPACO ARTECLIMA - 30x1,5;ARTECLIMA;31012NO
0680404;RACCORDO DI CONGIUNZIONE SPECIALE MASCHIO - 1/2 - 20;ASTORI;9320
0680405;RACCORDO DI CONGIUNZIONE SPECIALE MASCHIO - 3/4 - 25;ASTORI;9325
0680604;RACCORDO DI CONGIUNZIONE SPECIALE FEMMINA - 1/2 - 20;ASTORI;94.20
0680605;RACCORDO DI CONGIUNZIONE SPECIALE FEMMINA - 3/4 - 25;ASTORI;94.25
072502004;RACCORDO DIRITTO MASCHIO ANELLO RESINA - 20 x 1/2;ASTORI;090.020
072502505;RACCORDO DIRITTO MASCHIO ANELLO RESINA - 25 x 3/4;ASTORI;090.025
072503206;RACCORDO DIRITTO MASCHIO ANELLO RESINA - 32 x 1";ASTORI;090.032
072504007;RACCORDO DIRITTO MASCHIO ANELLO RESINA - 40 x 1"1/4;ASTORI;090.040
072505008;RACCORDO DIRITTO MASCHIO ANELLO RESINA - 50 x 1"1/2;ASTORI;090.050
072506309;RACCORDO DIRITTO MASCHIO ANELLO RESINA - 63 x 2";ASTORI;090.065
072522004;RACCORDO DIRITTO FEMMINA ANELLO RESINA - 20 x 1/2;ASTORI;095.020
072522505;RACCORDO DIRITTO FEMMINA ANELLO RESINA - 25 x 3/4;ASTORI;095.025
072523206;RACCORDO DIRITTO FEMMINA ANELLO RESINA - 32 x 1";ASTORI;095.032
072524007;RACCORDO DIRITTO FEMMINA ANELLO RESINA - 40 x 1"1/4;ASTORI;095.040
072525008;RACCORDO DIRITTO FEMMINA ANELLO RESINA - 50 x 1"1/2;ASTORI;095.050
072526309;RACCORDO DIRITTO FEMMINA ANELLO RESINA - 63 x 2";ASTORI;095.065
072542020;MANICOTTO DI ACCOPPIAMENTO ANELLO RESINA - 20 x 20;ASTORI;082.020
072542525;MANICOTTO DI ACCOPPIAMENTO ANELLO RESINA - 25 x 25;ASTORI;082.025
072543232;MANICOTTO DI ACCOPPIAMENTO ANELLO RESINA - 32 x 32;ASTORI;082.032
072544040;MANICOTTO DI ACCOPPIAMENTO ANELLO RESINA - 40 x 40;ASTORI;082.040
072545050;MANICOTTO DI ACCOPPIAMENTO ANELLO RESINA - 50 x 50;ASTORI;082.050
072546363;MANICOTTO DI ACCOPPIAMENTO ANELLO RESINA - 63 x 63;ASTORI;082.065
072562004;RACCORDO A TEE FEMMINA ANELLO RESINA - 20 x 1/2 x 20;ASTORI;097.020
072562505;RACCORDO A TEE FEMMINA ANELLO RESINA - 25 x 3/4 x 25;ASTORI;097.025
072563206;RACCORDO A TEE FEMMINA ANELLO RESINA - 32 x 1" x 32;ASTORI;097.032
072564007;RACCORDO A TEE FEMMINA ANELLO RESINA - 40 x 1"1/4 x 40;ASTORI;097.040
072565008;RACCORDO A TEE FEMMINA ANELLO RESINA - 50 x 1"1/2 x 50;ASTORI;097.050
072566309;RACCORDO A TEE FEMMINA ANELLO RESINA - 63 x 2" x 63;ASTORI;097.065
072582020;RACCORDO A TEE UGUALE ANELLO RESINA - 20 x 20 x 20;ASTORI;096.020
072582525;RACCORDO A TEE UGUALE ANELLO RESINA - 25 x 25 x 25;ASTORI;096.025
072583232;RACCORDO A TEE UGUALE ANELLO RESINA - 32 x 32 x 32;ASTORI;096.032
072584040;RACCORDO A TEE UGUALE ANELLO RESINA - 40 x 40 x 40;ASTORI;096.040
072585050;RACCORDO A TEE UGUALE ANELLO RESINA - 50 x 50 x 50;ASTORI;096.050
072586363;RACCORDO A TEE UGUALE ANELLO RESINA - 63 x 63 x 63;ASTORI;096.065
072602004;RACCORDO A GOMITO MASCHIO ANELLO RESINA - 20 x 1/2;ASTORI;087.020
072602505;RACCORDO A GOMITO MASCHIO ANELLO RESINA - 25 x 3/4;ASTORI;087.025
072603206;RACCORDO A GOMITO MASCHIO ANELLO RESINA - 32 x 1";ASTORI;087.032
072604007;RACCORDO A GOMITO MASCHIO ANELLO RESINA - 40 x 1"1/4;ASTORI;087.040
072605008;RACCORDO A GOMITO MASCHIO ANELLO RESINA - 50 x 1"1/2;ASTORI;087.050
072606309;RACCORDO A GOMITO MASCHIO ANELLO RESINA - 63 x 2";ASTORI;087.065
072622004;RACCORDO A GOMITO FEMMINA ANELLO RESINA - 20 x 1/2;ASTORI;086.020
072622505;RACCORDO A GOMITO FEMMINA ANELLO RESINA - 25 x 3/4;ASTORI;086.025
072623206;RACCORDO A GOMITO FEMMINA ANELLO RESINA - 32 x 1";ASTORI;086.032
072624007;RACCORDO A GOMITO FEMMINA ANELLO RESINA - 40 x 1"1/4;ASTORI;086.040
072625008;RACCORDO A GOMITO FEMMINA ANELLO RESINA - 50 x 1"1/2;ASTORI;086.050
072626309;RACCORDO A GOMITO FEMMINA ANELLO RESINA - 63 x 2";ASTORI;086.065
072642020;RACCORDO A GOMITO UGUALE ANELLO RESINA - 20 x 20;ASTORI;085.020
072642525;RACCORDO A GOMITO UGUALE ANELLO RESINA - 25 x 25;ASTORI;085.025
072643232;RACCORDO A GOMITO UGUALE ANELLO RESINA - 32 x 32;ASTORI;085.032
072644040;RACCORDO A GOMITO UGUALE ANELLO RESINA - 40 x 40;ASTORI;085.040
072645050;RACCORDO A GOMITO UGUALE ANELLO RESINA - 50 x 50;ASTORI;085.050
072646363;RACCORDO A GOMITO UGUALE ANELLO RESINA - 63 x 63;ASTORI;085.065
072662004;RACCORDO A GOMITO FEMMINA CON STAFFA ANELLO RESINA - 20 x 1/2;ASTORI;088.020
072662505;RACCORDO A GOMITO FEMMINA CON STAFFA ANELLO RESINA - 25 x 3/4;ASTORI;088.025
0952602;ADATTATORE RAME TRE PEZZI - Dm 12-24x19;ASTORI;5253.1212
0952804;ADATTATORE MULTISTRATO - Dm 16-24x19;ASTORI;5255.1612
01916;VITONE MODELLO L - 19x19 - 8x24;ATA ITALIA;10290
1060002;TERMOSTATO HOMEFLOW W WIFI - Programmazione settimanale;AVIDSEN;127062
2104002;VASO FAST FILO PARETE - Scarico universale;AZZURRA;FAS100P
2104202;BIDET FAST FILO PARETE - Monoforo;AZZURRA;FAS500
2104402;SEDILE TERMOINDURENTE FAST - Chiusura ammortizzata;AZZURRA;FAS1800/F
2106204;SEDILE TERMOINDURENTE ABE Ch. ammortizzata;AZZURRA;ABS1800/F
21100L;LAVABO DIANA - cm 65 monoforo;AZZURRA;DILS0655500MBI
21101;COLONNA DIANA - -;AZZURRA;DIT000000000BI
21102T;VASO DIANA - Scarico pavimento;AZZURRA;DIVCTS000000BI
21108M;BIDET DIANA - Monoforo;AZZURRA;DIBIT00000M0BI
2110901;SEDILE TERMOINDURENTE DIANA AVVOLGENTE - Chiusura normale;AZZURRA;C1800 TI/DEAM
21116;VASO - BIDET DIANA - Scarico universale c/sedile;AZZURRA;DIVBTP000000BI
2131060;Lavabo FULL 48 cm 60;AZZURRA;F4LS0605100MBI
2132602;SEDILE TERMOINDURENTE FULL 48 AVVOLGENTE chius. ammortizzata;AZZURRA;FUL180048/F
21327;ATTACCO RAPIDO PER SERIE FULL SOSPESA - -;AZZURRA;KIT2000CF
2132801;VASO NUVOLA TRASLATO H.48 - Scarico universale;AZZURRA;NUVCTT000480
2132901;BIDET NUVOLA H.48 - Monoforo;AZZURRA;NUBIT000048M
21330;VASO NUVOLA TRASLATO H.42 - Scarico universale;AZZURRA;NUVCTTE00000
2133104;RACCORDO ECCENTRICO ENTRATA ACQUA PER VASO NUVOLA - -;AZZURRA;RDP
21332;SEDILE TERMOINDURENTE PER VASO NUVOLA - Chiusura rallentata;AZZURRA;NUV1845/F
21334;BIDET NUVOLA H.42 - Monoforo;AZZURRA;NUBIT000000M
21530;VASO PRATICA FILO PARETE - Sc. universale;AZZURRA;PAVCTP000000
21531;VASO PRATICA TRASLATO EASY CLEAN - Scarico universale;AZZURRA;PAVCTTE00000
21532;BIDET PRATICA FILO PARETE - Monoforo;AZZURRA;PABIT000000M
21534;VASO PRATICA SOSPESO EASY CLEAN - -;AZZURRA;P2VCSPE00000
21536;BIDET PRATICA SOSPESO - Monoforo;AZZURRA;P2BIS000000M
21537;COLONNA PRATICA - -;AZZURRA;PACLT0000000
21538R;SEDILE TERMOINDURENTE PRATICA - Chiusura rallentata;AZZURRA;PRA1800/F
21539L;LAVABO PRATICA MONOFORO - cm 64;AZZURRA;PALP0644BTOM
2155060;LAVABO SOSPESO - APPOGGIO GLAZE 60x46 H 16.5;AZZURRA;GLLP06046TOMBI
2155075;LAVABO SOSPESO - APPOGGIO GLAZE - 75x46 H 17;AZZURRA;GLLP07546T0MBI
2155260;LAVABO APPOGGIO GLAZE - 60x41 H. 14;AZZURRA;GLLA0604100BI
2155454;LAVABO INCASSO GLAZE - 50x40 H.14;AZZURRA;GLLI05040000BI
2155469;LAVABO INCASSO GLAZE - 69x38 H.14;AZZURRA;GLLI06938000BI
21556V;VASO MONOBLOCCO FILO MURO GLAZE  scarico universale;AZZURRA;GLVCMP00000BI
21557C;CASSETTA MONOBLOCCO GLAZE Att. sotto sx;AZZURRA;GLCSMB00000BI
21558;VASO GLAZE FILO PARETE - Scarico universale;AZZURRA;GLVCTP00000BI
21560;BIDET GLAZE FILO PARETE - Monoforo;AZZURRA;GLBIT00000MBI
21562;VASO SOSPESO GLAZE - -;AZZURRA;GLVKSP00000BI
21564;BIDET SOSPESO GLAZE - Monoforo;AZZURRA;GLBKS00000MBI
21565;ATTACCO RAPIDO PER SERIE GLAZE SOSPESA - -;AZZURRA;KIT2000TU
21566A;SEDILE TERMOINDURENTE GLAZE - Chius. rallentata;AZZURRA;GLZ1800/F
2157002;VASO COMODA FILO PARETE EASY CLEAN - Scarico universale;AZZURRA;CMVCTPE00000
2157402;VASO COMODA SOSPESO -;AZZURRA;CMVCSPE0000BI
2157602;BIDET COMODA SOSPESO - Monoforo;AZZURRA;CMBIS000000MBI
2157802;SEDILE TERMOINDURENTE COMODA - Chiusura ammortizzata;AZZURRA;COM1800/F
2158002;VASO FILO PARETE RIMFREE "CLICK" - Scarico universale;AZZURRA;CKVCTPE00000
2158202;BIDET FILO PARETE "CLICK" - Monoforo;AZZURRA;CKBIT000000M
2158402;SEDILE TERMOINDURENTE "CLICK" - Chiusura rallentata;AZZURRA;CLI 1800/F
216157070;PIATTO DOCCIA QUADRATO FERDY - 70X70X6,5;AZZURRA;PFPD07007065
2168002;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70x90 H.2 cm;AZZURRA;SDPD09007020
2168004;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70x100 H.2 cm;AZZURRA;SDPD010007020
2168006;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70X120 H.2 cm;AZZURRA;SDPD012007020
2168008;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70x140 H.2 cm;AZZURRA;SDPD014007020
2168010;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70x160 H.2 cm;AZZURRA;SDPD016007020
2168012;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70x170 H.2 cm;AZZURRA;SDPD017007020
2168014;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 70x180 H.2 cm;AZZURRA;SDPD018007020
2168016;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 80x100 H.2 cm;AZZURRA;SDPD010008020
2168018;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 80x120 H.2 CM;AZZURRA;SDPD012008020
2168020;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 80x140 H.2 cm;AZZURRA;SDPD014008020
2168022;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 80x160 H.2 cm;AZZURRA;SDPD016008020
2168024;PIATTO DOCCIA IN CERAMICA 'SOLODUE' BIANCO COTONE - 80x180 H.2 cm;AZZURRA;SDPD018008020
2168202;PIATTO DOCCIA QUADRATO "PIETRACERAMICA" H.4 GESSO - 80X80 cm;AZZURRA;PEPD08008040
2168204;PIATTO DOCCIA QUADRATO "PIETRACERAMICA" H.4 GESSO - 90x90 cm;AZZURRA;PEPD09009040
2168402;PIATTO DOCCIA RETTANGOLARE "PIETRACERAMICA" H.4 GESSO - 70x90 cm;AZZURRA;PEPD9007040
2168404;PIATTO DOCCIA RETTANGOLARE 'PIETRACERAMICA' H.4 GESSO - 70x100 cm;AZZURRA;PEPD10007040
2168406;PIATTO DOCCIA RETTANGOLARE 'PIETRACERAMICA' H.4 GESSO - 70x120 cm;AZZURRA;PEPD12007040
2168408;PIATTO DOCCIA RETTANGOLARE "PIETRACERAMICA" H.4 GESSO - 70x140 cm;AZZURRA;PEPD14007040
2168410;PIATTO DOCCIA RETTANGOLARE "PIETRACERAMICA" H.4 GESSO - 80x100 cm;AZZURRA;PEPD10008040
2168412;PIATTO DOCCIA RETTANGOLARE "PIETRACERAMICA" H.4 GESSO - 80x120 cm;AZZURRA;PEPD12008040
2168414;PIATTO DOCCIA RETTANGOLARE "PIETRACERAMICA" H.4 GESSO - 80x140 cm;AZZURRA;PEPD14008040
Z161602;VASO-BIDET PRATICA FILO PARETE SC. UNIVERSALE BIANCO;AZZURRA;PAVYTP000000BI
Z163602;SEDILE FORM BIANCO CHIUSURA RALLENTATA;AZZURRA;FORM 1800/F
Z166102;SEDILE TERMOINDURENTE TULIP BIANCO CHIUSURA AMMORTIZZATA;AZZURRA;TUL1800/F
01301BA;CLARA 85 - Base sottopiano con cassetti;B&H BADEN HAUS;54213
01301LA;CLARA 85 - Lavabo sottopiano;B&H BADEN HAUS;40477
01301SP;CLARA 85 - Specchiera con pensile dx;B&H BADEN HAUS;84316+34105+44567
01301TO;CLARA 85 - Top marmo monoforo;B&H BADEN HAUS;80250
01303BA;CLARA 105 - Base sottopiano con cassetti;B&H BADEN HAUS;54519
01303SP;CLARA 105 - Specchiera con pensile dx;B&H BADEN HAUS;84311+34114+44567
01303TO;CLARA 105 - Top marmo monoforo;B&H BADEN HAUS;80270
2317002;MARVIS 01 - Base sospesa cm 100 Bianco opaco;B&H BADEN HAUS;55550
2317004;MARVIS 01 - Lavabo ceramica 101;B&H BADEN HAUS;50200
2317006;MARVIS 01 - Specchiera 70x100 con luce;B&H BADEN HAUS;54349+40463
